ts,o,h,l,c,v
1747342800000,103440.7,103440.7,102710.6,103295.3,104.26663709
1747346400000,103295.3,103985.0,103252.1,103500.1,261.1008743
1747350000000,103500.1,103907.9,103231.2,103766.7,233.89133638
1747353600000,103766.5,104036.9,103651.2,103760.7,218.61658021
1747357200000,103760.8,104100.0,103467.1,104051.9,265.29907905
1747360800000,104052.0,104464.0,103930.6,104196.1,296.07123079
1747364400000,104196.2,104340.0,103987.5,104023.3,123.09441968
1747368000000,104025.4,104200.0,103799.9,103916.8,185.92387516
1747371600000,103916.9,104152.0,103827.3,103908.2,155.6082701
1747375200000,103908.2,104099.9,103868.0,103993.9,138.00840685
1747378800000,103994.0,104197.9,103694.0,103705.0,356.2443854
1747382400000,103705.1,103768.0,103100.0,103400.0,300.34928022
1747386000000,103400.1,103815.5,103400.1,103798.9,110.47298508
1747389600000,103798.9,103883.2,103632.8,103803.0,110.18154232
1747393200000,103803.0,103914.0,103552.7,103672.0,135.12044613
1747396800000,103672.0,103789.3,103468.1,103506.8,264.25781578
1747400400000,103506.8,104090.0,103428.0,103999.9,179.39582674
1747404000000,103999.9,103999.9,103339.3,103585.9,346.67265438
1747407600000,103585.9,104285.7,103585.9,104187.9,288.80628552
1747411200000,104188.0,104555.0,103819.0,104146.9,472.29404622
1747414800000,104146.9,104397.9,103766.4,103866.0,172.11319315
1747418400000,103865.9,104100.0,103688.0,103690.0,100.85330081
1747422000000,103689.9,104053.7,103585.6,104023.3,165.07228714
1747425600000,104025.5,104036.0,103519.7,103687.9,143.55551868
1747429200000,103683.4,103794.1,103494.0,103612.0,99.46810432
1747432800000,103612.1,103622.4,103391.6,103514.2,255.90521056
1747436400000,103514.2,103693.9,103418.0,103461.2,61.4982687
1747440000000,103461.2,103541.5,103090.8,103349.1,223.85816777
1747443600000,103349.1,103349.1,102600.0,102823.7,315.15366311
1747447200000,102823.7,103357.9,102728.0,103276.0,212.99589441
1747450800000,103274.3,103579.8,103150.0,103505.5,110.13147952
1747454400000,103506.5,103669.9,103460.0,103658.0,279.12101641
1747458000000,103658.1,103729.1,103333.3,103354.2,293.78919198
1747461600000,103354.2,103500.0,103286.0,103486.1,55.24045082
1747465200000,103486.0,103645.0,103430.0,103450.0,69.12440016
1747468800000,103449.9,103571.3,103126.8,103418.0,157.63845494
1747472400000,103418.1,103554.0,102827.6,102916.2,443.2137207
1747476000000,102916.0,103054.8,102829.3,102887.9,121.20036163
1747479600000,102887.9,103104.7,102750.1,102998.0,115.43230938
1747483200000,102998.0,103073.8,102900.1,102944.4,63.45434718
1747486800000,102944.5,103108.8,102613.9,102712.7,301.75816171
1747490400000,102712.8,103187.9,102704.7,103134.6,249.83069665
1747494000000,103134.6,103184.0,102896.7,102950.0,202.05229164
1747497600000,102950.1,103118.0,102763.0,102952.0,178.14452911
1747501200000,102952.0,103304.0,102931.9,103134.0,62.34934488
1747504800000,103134.0,103372.5,102971.7,102996.3,189.71622924
1747508400000,102996.3,103200.0,102930.0,103153.0,24.63152696
1747512000000,103153.0,103440.7,103081.5,103376.0,52.64919807
1747515600000,103380.0,103480.0,103121.7,103250.4,84.51310353
1747519200000,103250.3,103255.9,102901.0,103040.1,61.89673716
1747522800000,103040.0,103225.9,102958.6,103133.6,51.66099025
1747526400000,103133.7,103419.4,103100.1,103378.6,36.36039749
1747530000000,103378.6,103412.3,103139.0,103254.7,53.75317531
1747533600000,103254.7,103358.0,103240.0,103336.0,29.75387893
1747537200000,103336.0,103394.0,103134.7,103282.6,73.02186877
1747540800000,103282.6,103442.0,103279.6,103345.6,385.08328645
1747544400000,103345.7,103680.0,103345.6,103644.0,195.88830869
1747548000000,103644.0,103676.0,103366.0,103476.7,78.72354616
1747551600000,103473.0,103976.3,103440.0,103927.9,205.0217577
1747555200000,103928.0,104087.9,103810.7,103908.6,185.37527551
1747558800000,103908.7,104053.1,103831.0,103869.9,264.09758938
1747562400000,103870.0,103933.2,103785.2,103860.0,44.95635397
1747566000000,103860.0,103990.1,103796.0,103802.2,43.18721444
1747569600000,103803.9,103958.0,103698.6,103950.1,72.76806791
1747573200000,103950.1,104800.0,103896.0,104733.4,416.56234525
1747576800000,104733.3,105556.6,104542.3,105278.6,800.38976582
1747580400000,105278.6,105666.6,104970.0,105515.9,387.08674382
1747584000000,105515.9,106000.0,105161.0,105818.0,400.00880623
1747587600000,105820.0,105904.0,104830.7,104844.6,370.36875999
1747591200000,104844.6,104931.7,104000.0,104510.0,698.2060361
1747594800000,104506.1,104763.7,103858.6,103882.9,239.53409972
1747598400000,103882.4,104248.2,103270.7,104060.0,528.69629654
